perturbation_multiplier;n_samples_per_tuple;p;val_percent;conversion_method;fidelity_error;fooled_heuristic;ood_error;summary;number_preds;number_perturbation_preds;replication_rate
1.0;1.0;0.8;0.3;0.0;0.32999999999999996;0.44466389747599555;0.3734693877551021;{1: [('age', 0.05501618122977346), ('length_of_stay', 0.061488673139158574), ('priors_count', 0.07119741100323625), ('race', 0.05825242718446602), ('unrelated_column_one', 0.7540453074433657)], 2: [('age', 0.06310679611650485), ('c_charge_degree', 0.03559870550161812), ('length_of_stay', 0.061488673139158574), ('priors_count', 0.1925566343042071), ('race', 0.551779935275081), ('sex', 0.006472491909385114), ('two_year_recid', 0.024271844660194174), ('unrelated_column_one', 0.04854368932038835), ('unrelated_column_two', 0.016181229773462782)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.10194174757281553), ('c_charge_degree', 0.07281553398058252), ('length_of_stay', 0.12297734627831715), ('priors_count', 0.06310679611650485), ('race', 0.038834951456310676), ('sex', 0.006472491909385114), ('two_year_recid', 0.04692556634304207), ('unrelated_column_one', 0.011326860841423949), ('unrelated_column_two', 0.05016181229773463)]};208.0;218.0;0.5588764854159165
1.0;1.0;0.8;0.3;1.0;0.32999999999999996;0.3444534833178037;0.3734693877551021;{1: [('age', 0.003236245954692557), ('race', 0.18122977346278318), ('unrelated_column_one', 0.8155339805825242)], 2: [('age', 0.06796116504854369), ('c_charge_degree', 0.04854368932038835), ('length_of_stay', 0.08090614886731391), ('priors_count', 0.2524271844660194), ('race', 0.4886731391585761), ('sex', 0.0048543689320388345), ('two_year_recid', 0.040453074433656956), ('unrelated_column_two', 0.016181229773462782)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.09546925566343042), ('c_charge_degree', 0.07766990291262135), ('length_of_stay', 0.15857605177993528), ('priors_count', 0.08576051779935275), ('sex', 0.011326860841423949), ('two_year_recid', 0.03559870550161812), ('unrelated_column_two', 0.05016181229773463)]};208.0;218.0;0.5588764854159165
1.0;1.0;0.8;0.1;0.0;0.31999999999999995;0.4855258202748771;0.3489318413021363;{1: [('age', 0.059870550161812294), ('length_of_stay', 0.040453074433656956), ('priors_count', 0.09061488673139159), ('race', 0.07766990291262135), ('unrelated_column_one', 0.7313915857605178)], 2: [('age', 0.14563106796116504), ('c_charge_degree', 0.040453074433656956), ('length_of_stay', 0.0889967637540453), ('priors_count', 0.12297734627831715), ('race', 0.5339805825242718), ('sex', 0.0016181229773462784), ('two_year_recid', 0.019417475728155338), ('unrelated_column_one', 0.04692556634304207)], 3: [('Nothing shown', 0.48705501618122976), ('age', 0.05016181229773463), ('c_charge_degree', 0.05339805825242718), ('length_of_stay', 0.14401294498381878), ('priors_count', 0.09385113268608414), ('race', 0.05016181229773463), ('sex', 0.016181229773462782), ('two_year_recid', 0.06310679611650485), ('unrelated_column_one', 0.024271844660194174), ('unrelated_column_two', 0.01779935275080906)]};231.0;243.0;0.5577961829312208
1.0;1.0;0.8;0.1;1.0;0.31999999999999995;0.3683422554545447;0.3489318413021363;{1: [('age', 0.0016181229773462784), ('priors_count', 0.003236245954692557), ('race', 0.1925566343042071), ('unrelated_column_one', 0.8025889967637541)], 2: [('age', 0.2022653721682848), ('c_charge_degree', 0.042071197411003236), ('length_of_stay', 0.07928802588996764), ('priors_count', 0.1634304207119741), ('race', 0.4854368932038835), ('sex', 0.003236245954692557), ('two_year_recid', 0.016181229773462782), ('unrelated_column_one', 0.0048543689320388345), ('unrelated_column_two', 0.003236245954692557)], 3: [('Nothing shown', 0.4886731391585761), ('age', 0.05825242718446602), ('c_charge_degree', 0.043689320388349516), ('length_of_stay', 0.19579288025889968), ('priors_count', 0.13592233009708737), ('sex', 0.016181229773462782), ('two_year_recid', 0.045307443365695796), ('unrelated_column_two', 0.016181229773462782)]};231.0;243.0;0.5577961829312208
1.0;1.0;0.8;0.2;0.0;0.31999999999999995;0.48311422039362956;0.3489318413021363;{1: [('age', 0.0889967637540453), ('length_of_stay', 0.04854368932038835), ('priors_count', 0.05339805825242718), ('race', 0.07766990291262135), ('unrelated_column_one', 0.7313915857605178)], 2: [('age', 0.1553398058252427), ('c_charge_degree', 0.019417475728155338), ('length_of_stay', 0.09223300970873786), ('priors_count', 0.13268608414239483), ('race', 0.5145631067961165), ('two_year_recid', 0.019417475728155338), ('unrelated_column_one', 0.05177993527508091), ('unrelated_column_two', 0.014563106796116505)], 3: [('Nothing shown', 0.49029126213592233), ('age', 0.04692556634304207), ('c_charge_degree', 0.040453074433656956), ('length_of_stay', 0.11165048543689321), ('priors_count', 0.11650485436893204), ('race', 0.061488673139158574), ('sex', 0.009708737864077669), ('two_year_recid', 0.06957928802588997), ('unrelated_column_one', 0.024271844660194174), ('unrelated_column_two', 0.02912621359223301)]};231.0;243.0;0.5577961829312208
1.0;1.0;0.8;0.2;1.0;0.31999999999999995;0.35984572857696284;0.3489318413021363;{1: [('age', 0.006472491909385114), ('race', 0.18608414239482202), ('unrelated_column_one', 0.8074433656957929)], 2: [('age', 0.18122977346278318), ('c_charge_degree', 0.022653721682847898), ('length_of_stay', 0.0825242718446602), ('priors_count', 0.16828478964401294), ('race', 0.4919093851132686), ('sex', 0.0048543689320388345), ('two_year_recid', 0.02750809061488673), ('unrelated_column_two', 0.021035598705501618)], 3: [('Nothing shown', 0.48705501618122976), ('age', 0.06634304207119741), ('c_charge_degree', 0.02912621359223301), ('length_of_stay', 0.1634304207119741), ('priors_count', 0.1488673139158576), ('sex', 0.008090614886731391), ('two_year_recid', 0.06472491909385113), ('unrelated_column_two', 0.032362459546925564)]};231.0;243.0;0.5577961829312208
1.0;1.0;0.8;0.3;0.0;0.31999999999999995;0.4809533170008837;0.3489318413021363;{1: [('age', 0.09546925566343042), ('length_of_stay', 0.059870550161812294), ('priors_count', 0.05663430420711974), ('race', 0.05501618122977346), ('unrelated_column_one', 0.7330097087378641)], 2: [('age', 0.13915857605177995), ('c_charge_degree', 0.009708737864077669), ('length_of_stay', 0.0970873786407767), ('priors_count', 0.14563106796116504), ('race', 0.5372168284789643), ('sex', 0.003236245954692557), ('two_year_recid', 0.008090614886731391), ('unrelated_column_one', 0.05339805825242718), ('unrelated_column_two', 0.006472491909385114)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.05501618122977346), ('c_charge_degree', 0.042071197411003236), ('length_of_stay', 0.13915857605177995), ('priors_count', 0.10679611650485436), ('race', 0.06310679611650485), ('sex', 0.0048543689320388345), ('two_year_recid', 0.07119741100323625), ('unrelated_column_one', 0.01779935275080906), ('unrelated_column_two', 0.014563106796116505)]};231.0;243.0;0.5577961829312208
1.0;1.0;0.8;0.3;1.0;0.31999999999999995;0.37116897307513685;0.3489318413021363;{1: [('age', 0.003236245954692557), ('length_of_stay', 0.0016181229773462784), ('priors_count', 0.0016181229773462784), ('race', 0.1925566343042071), ('unrelated_column_one', 0.8009708737864077)], 2: [('age', 0.215210355987055), ('c_charge_degree', 0.016181229773462782), ('length_of_stay', 0.10355987055016182), ('priors_count', 0.1407766990291262), ('race', 0.4854368932038835), ('sex', 0.006472491909385114), ('two_year_recid', 0.014563106796116505), ('unrelated_column_one', 0.006472491909385114), ('unrelated_column_two', 0.011326860841423949)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.06957928802588997), ('c_charge_degree', 0.0372168284789644), ('length_of_stay', 0.156957928802589), ('priors_count', 0.14563106796116504), ('sex', 0.008090614886731391), ('two_year_recid', 0.06634304207119741), ('unrelated_column_two', 0.030744336569579287)]};231.0;243.0;0.5577961829312208
1.0;1.0;0.8;0.1;0.0;0.28;0.7228666082254901;0.40061162079510704;{1: [('age', 0.10194174757281553), ('length_of_stay', 0.04854368932038835), ('priors_count', 0.059870550161812294), ('race', 0.19579288025889968), ('unrelated_column_one', 0.5938511326860841)], 2: [('age', 0.15048543689320387), ('c_charge_degree', 0.07281553398058252), ('length_of_stay', 0.05663430420711974), ('priors_count', 0.11326860841423948), ('race', 0.4368932038834951), ('sex', 0.0016181229773462784), ('two_year_recid', 0.0016181229773462784), ('unrelated_column_one', 0.156957928802589), ('unrelated_column_two', 0.009708737864077669)], 3: [('Nothing shown', 0.4886731391585761), ('age', 0.04854368932038835), ('c_charge_degree', 0.11326860841423948), ('length_of_stay', 0.12135922330097088), ('priors_count', 0.0744336569579288), ('race', 0.059870550161812294), ('sex', 0.008090614886731391), ('two_year_recid', 0.03398058252427184), ('unrelated_column_one', 0.016181229773462782), ('unrelated_column_two', 0.03559870550161812)]};257.0;271.0;0.5586964350018006
1.0;1.0;0.8;0.1;1.0;0.28;0.6607847408230837;0.40061162079510704;{1: [('age', 0.0016181229773462784), ('race', 0.3592233009708738), ('unrelated_column_one', 0.63915857605178)], 2: [('age', 0.22168284789644013), ('c_charge_degree', 0.08737864077669903), ('length_of_stay', 0.042071197411003236), ('priors_count', 0.13754045307443366), ('race', 0.35760517799352753), ('sex', 0.0016181229773462784), ('unrelated_column_one', 0.12944983818770225), ('unrelated_column_two', 0.022653721682847898)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.06796116504854369), ('c_charge_degree', 0.11974110032362459), ('length_of_stay', 0.156957928802589), ('priors_count', 0.08737864077669903), ('sex', 0.012944983818770227), ('two_year_recid', 0.02912621359223301), ('unrelated_column_two', 0.040453074433656956)]};257.0;271.0;0.5586964350018006
1.0;1.0;0.8;0.2;0.0;0.28;0.5538017618995484;0.40061162079510704;{1: [('age', 0.11165048543689321), ('length_of_stay', 0.05339805825242718), ('priors_count', 0.06310679611650485), ('race', 0.0744336569579288), ('unrelated_column_one', 0.6974110032362459)], 2: [('age', 0.11326860841423948), ('c_charge_degree', 0.11974110032362459), ('length_of_stay', 0.040453074433656956), ('priors_count', 0.10679611650485436), ('race', 0.56957928802589), ('sex', 0.0016181229773462784), ('two_year_recid', 0.0016181229773462784), ('unrelated_column_one', 0.04692556634304207)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.0744336569579288), ('c_charge_degree', 0.06957928802588997), ('length_of_stay', 0.1262135922330097), ('priors_count', 0.09546925566343042), ('race', 0.05339805825242718), ('sex', 0.009708737864077669), ('two_year_recid', 0.04854368932038835), ('unrelated_column_one', 0.01779935275080906), ('unrelated_column_two', 0.019417475728155338)]};257.0;271.0;0.5586964350018006
1.0;1.0;0.8;0.2;1.0;0.28;0.4498960335882238;0.40061162079510704;{1: [('race', 0.23948220064724918), ('unrelated_column_one', 0.7605177993527508)], 2: [('age', 0.21197411003236247), ('c_charge_degree', 0.12944983818770225), ('length_of_stay', 0.03398058252427184), ('priors_count', 0.12944983818770225), ('race', 0.4773462783171521), ('two_year_recid', 0.008090614886731391), ('unrelated_column_one', 0.008090614886731391), ('unrelated_column_two', 0.0016181229773462784)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.09061488673139159), ('c_charge_degree', 0.08414239482200647), ('length_of_stay', 0.16181229773462782), ('priors_count', 0.11326860841423948), ('sex', 0.006472491909385114), ('two_year_recid', 0.04854368932038835), ('unrelated_column_two', 0.009708737864077669)]};257.0;271.0;0.5586964350018006
1.0;1.0;0.8;0.3;0.0;0.28;0.6102474938483354;0.40061162079510704;{1: [('age', 0.11488673139158576), ('length_of_stay', 0.05177993527508091), ('priors_count', 0.06472491909385113), ('race', 0.10517799352750809), ('unrelated_column_one', 0.6634304207119741)], 2: [('age', 0.12135922330097088), ('c_charge_degree', 0.11003236245954692), ('length_of_stay', 0.05825242718446602), ('priors_count', 0.11003236245954692), ('race', 0.5161812297734628), ('sex', 0.0016181229773462784), ('two_year_recid', 0.0016181229773462784), ('unrelated_column_one', 0.07766990291262135), ('unrelated_column_two', 0.003236245954692557)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.05501618122977346), ('c_charge_degree', 0.06957928802588997), ('length_of_stay', 0.12459546925566344), ('priors_count', 0.07766990291262135), ('race', 0.0744336569579288), ('sex', 0.008090614886731391), ('two_year_recid', 0.06634304207119741), ('unrelated_column_one', 0.021035598705501618), ('unrelated_column_two', 0.01779935275080906)]};257.0;271.0;0.5586964350018006
1.0;1.0;0.8;0.3;1.0;0.28;0.504163046651126;0.40061162079510704;{1: [('age', 0.0048543689320388345), ('priors_count', 0.0016181229773462784), ('race', 0.26375404530744334), ('unrelated_column_one', 0.7297734627831716)], 2: [('age', 0.2297734627831715), ('c_charge_degree', 0.127831715210356), ('length_of_stay', 0.042071197411003236), ('priors_count', 0.0970873786407767), ('race', 0.45307443365695793), ('sex', 0.003236245954692557), ('two_year_recid', 0.0048543689320388345), ('unrelated_column_one', 0.038834951456310676), ('unrelated_column_two', 0.003236245954692557)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.05825242718446602), ('c_charge_degree', 0.07281553398058252), ('length_of_stay', 0.19579288025889968), ('priors_count', 0.10679611650485436), ('sex', 0.006472491909385114), ('two_year_recid', 0.05177993527508091), ('unrelated_column_two', 0.022653721682847898)]};257.0;271.0;0.5586964350018006
1.0;1.0;0.8;0.1;0.0;0.35;0.44125645937767816;0.3796680497925311;{1: [('age', 0.0970873786407767), ('length_of_stay', 0.06634304207119741), ('priors_count', 0.04692556634304207), ('race', 0.038834951456310676), ('unrelated_column_one', 0.7508090614886731)], 2: [('age', 0.07281553398058252), ('c_charge_degree', 0.01779935275080906), ('length_of_stay', 0.0825242718446602), ('priors_count', 0.1925566343042071), ('race', 0.5372168284789643), ('sex', 0.003236245954692557), ('two_year_recid', 0.02750809061488673), ('unrelated_column_one', 0.05177993527508091), ('unrelated_column_two', 0.014563106796116505)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.08737864077669903), ('c_charge_degree', 0.09546925566343042), ('length_of_stay', 0.09223300970873786), ('priors_count', 0.059870550161812294), ('race', 0.040453074433656956), ('sex', 0.021035598705501618), ('two_year_recid', 0.05177993527508091), ('unrelated_column_one', 0.02912621359223301), ('unrelated_column_two', 0.0372168284789644)]};239.0;256.0;0.5660785019805545
1.0;1.0;0.8;0.1;1.0;0.35;0.31377147066427985;0.3796680497925311;{1: [('length_of_stay', 0.0016181229773462784), ('priors_count', 0.0016181229773462784), ('race', 0.1650485436893204), ('unrelated_column_one', 0.8317152103559871)], 2: [('age', 0.11650485436893204), ('c_charge_degree', 0.016181229773462782), ('length_of_stay', 0.09870550161812297), ('priors_count', 0.215210355987055), ('race', 0.48705501618122976), ('sex', 0.009708737864077669), ('two_year_recid', 0.02750809061488673), ('unrelated_column_one', 0.0016181229773462784), ('unrelated_column_two', 0.02750809061488673)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.10679611650485436), ('c_charge_degree', 0.0889967637540453), ('length_of_stay', 0.12135922330097088), ('priors_count', 0.08090614886731391), ('sex', 0.016181229773462782), ('two_year_recid', 0.05663430420711974), ('unrelated_column_two', 0.043689320388349516)]};239.0;256.0;0.5660785019805545
1.0;1.0;0.8;0.2;0.0;0.35;0.4767514116826791;0.3796680497925311;{1: [('age', 0.13915857605177995), ('length_of_stay', 0.06634304207119741), ('priors_count', 0.05016181229773463), ('race', 0.014563106796116505), ('unrelated_column_one', 0.7297734627831716)], 2: [('age', 0.0825242718446602), ('c_charge_degree', 0.011326860841423949), ('length_of_stay', 0.09061488673139159), ('priors_count', 0.18122977346278318), ('race', 0.5339805825242718), ('sex', 0.0048543689320388345), ('two_year_recid', 0.022653721682847898), ('unrelated_column_one', 0.07119741100323625), ('unrelated_column_two', 0.0016181229773462784)], 3: [('Nothing shown', 0.49029126213592233), ('age', 0.05177993527508091), ('c_charge_degree', 0.05825242718446602), ('length_of_stay', 0.10194174757281553), ('priors_count', 0.06957928802588997), ('race', 0.07605177993527508), ('sex', 0.02750809061488673), ('two_year_recid', 0.05016181229773463), ('unrelated_column_one', 0.02912621359223301), ('unrelated_column_two', 0.045307443365695796)]};239.0;256.0;0.5660785019805545
1.0;1.0;0.8;0.2;1.0;0.35;0.3109491703644278;0.3796680497925311;{1: [('age', 0.003236245954692557), ('length_of_stay', 0.0016181229773462784), ('race', 0.16181229773462782), ('unrelated_column_one', 0.8333333333333334)], 2: [('age', 0.17637540453074432), ('c_charge_degree', 0.012944983818770227), ('length_of_stay', 0.08414239482200647), ('priors_count', 0.18446601941747573), ('race', 0.49029126213592233), ('sex', 0.009708737864077669), ('two_year_recid', 0.024271844660194174), ('unrelated_column_two', 0.01779935275080906)], 3: [('Nothing shown', 0.4919093851132686), ('age', 0.07928802588996764), ('c_charge_degree', 0.07928802588996764), ('length_of_stay', 0.14563106796116504), ('priors_count', 0.11326860841423948), ('sex', 0.012944983818770227), ('two_year_recid', 0.042071197411003236), ('unrelated_column_two', 0.03559870550161812)]};239.0;256.0;0.5660785019805545
1.0;1.0;0.8;0.3;0.0;0.35;0.4656318669288503;0.3796680497925311;{1: [('age', 0.127831715210356), ('length_of_stay', 0.07605177993527508), ('priors_count', 0.04854368932038835), ('race', 0.012944983818770227), ('unrelated_column_one', 0.7346278317152104)], 2: [('age', 0.09546925566343042), ('c_charge_degree', 0.008090614886731391), ('length_of_stay', 0.05825242718446602), ('priors_count', 0.19579288025889968), ('race', 0.5485436893203883), ('sex', 0.0016181229773462784), ('two_year_recid', 0.022653721682847898), ('unrelated_column_one', 0.061488673139158574), ('unrelated_column_two', 0.008090614886731391)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.06796116504854369), ('c_charge_degree', 0.06796116504854369), ('length_of_stay', 0.11488673139158576), ('priors_count', 0.07766990291262135), ('race', 0.05177993527508091), ('sex', 0.024271844660194174), ('two_year_recid', 0.02750809061488673), ('unrelated_column_one', 0.032362459546925564), ('unrelated_column_two', 0.05016181229773463)]};239.0;256.0;0.5660785019805545
1.0;1.0;0.8;0.3;1.0;0.35;0.31094917036413966;0.3796680497925311;{1: [('age', 0.003236245954692557), ('race', 0.1634304207119741), ('unrelated_column_one', 0.8333333333333334)], 2: [('age', 0.18122977346278318), ('c_charge_degree', 0.003236245954692557), ('length_of_stay', 0.07281553398058252), ('priors_count', 0.19093851132686085), ('race', 0.4886731391585761), ('sex', 0.006472491909385114), ('two_year_recid', 0.025889967637540454), ('unrelated_column_two', 0.030744336569579287)], 3: [('Nothing shown', 0.4854368932038835), ('age', 0.09061488673139159), ('c_charge_degree', 0.05501618122977346), ('length_of_stay', 0.1634304207119741), ('priors_count', 0.10355987055016182), ('sex', 0.021035598705501618), ('two_year_recid', 0.022653721682847898), ('unrelated_column_two', 0.05825242718446602)]};239.0;256.0;0.5660785019805545
